user_id,indegree,closeness,betweenness,eigenvector
16f4835b9e019bbc5977fb5695206a4,124,0.2422813457296216,0.0042360218061858,0.0013442929849119
1959d26e2adc749940738170abdfd12,0,0.2429888125543025,0.0003048476192951,0.0045727870593158
8f4ac621791823370a019886a382eda,92,0.2377094788494819,0.0007049170351492,0.0098739364390189
ca3e3fe936c31ddc6b1e9abbe9c1c49,0,0.2375835281959661,1.7340260526194957e-05,0.0102816823681982
ac52e9dd0a4152da604868121529f68,0,0.236502332069221,0.000285717487407,0.0020606993909407
76aef7c5a0eedbf9f7e8bb32f974046,0,0.2369102460537519,5.445989245297615e-05,0.0193769719658124
4752b1fe021334c68d1d8a28940f594,0,0.2444933126644796,0.0009672536440355,0.0037764379847313
6fc1cc5221d9c0957040b3a999bfe4f,39,0.2637140440754746,0.0045596752350865,0.0055660878235292
c79183fd4cab224f11584df3c9975f4,20,0.2313067278300499,0.0002104209586284,0.0018160152526735
86e35ad5d66dfd18e673127af34174f,97,0.2346682352737637,0.0009645674797024,0.0038985649794408
3e56f447b3dfae61d09fa326a6b1916,42,0.2364374022216121,0.0003076211467477,0.0023741540935072
070d2d524a4a5a45b2b6ecacc25a9dd,160,0.2544041037760178,0.0027759651380254,0.0034405014046065
b7376201cf68426c567418c76e9c16d,0,0.2314616520054947,4.527925057245774e-05,0.0031866226714718
cc09208f60ad2c6c074921ac437e19a,0,0.2451628062501694,0.0002039088963602,0.0023994298539707
b6b34a437c918955728b3b203c8417d,0,0.2434106927352747,5.088352488229317e-05,0.0053801442415761
5ddd5fe48b1848b5214cd4d9b4c4f40,134,0.2501959843950307,0.0031011924857764,0.003649772995853
7740ff9cc6ca1293606534e05081f8b,0,0.2397186434087977,1.1629722328465264e-05,0.003488502924599
14123fb8909d33d3fcd26219b6e2312,72,0.2617118160067917,0.0029863752589956,0.0029596588047223
d293451974f1d785e1a96442b86223d,25,0.2475193773694223,0.0002318492663733,0.0016918483789609
a888c59769c454fbbb488961d1b6ec4,0,0.2542110022536769,0.0008977997873988,0.005237593882713
4443bb7f6497c9b5f3038283d805e8d,0,0.2455211486856455,0.0002950470717471,0.0021539688619313
9673782142a7241cd2928aa852d966c,52,0.2342396794833049,0.0006523796893022,0.0012639506147128
362dcc1788364a84a23f02a9d6b4531,0,0.245421195713633,0.0005553484368155,0.0024636714155558
a4d2d3d7a6a0bca7962ed48dab70ef2,0,0.2438932292837299,0.0003396722037249,0.0151388569503641
1dc7f5e87302f0d7615a7b80c5ba7a0,0,0.2364600720851075,0.0005829517847864,0.0080478468313183
fa8a324bbbfcd5fe74dbc9fb00603a8,98,0.2436927609919107,0.0034248390714504,0.0036883802753649
4259fc9dbc5dabbb66ee1795461b16f,74,0.2606519180418438,0.0010170485741012,0.0040723858966502
ba3f1c404f45c2420f5486f0d50bccd,0,0.2433473719147638,5.711377564247142e-05,0.0032953709484427
1498210d0dbf9def16ed8de9d2f837a,78,0.2301811548088753,0.0056848665238895,0.0012883110030406
b588fe182a74e6355d0fa82e78587db,378,0.2777089624814454,0.0125698766447211,0.0139482767884806
fee2a9cd65921a7bcbfeda0b0ff887b,0,0.2436555518131806,0.0006717827885718,0.002966553150942
868c4cc977fd96e30c0d52a8a51bc9a,511,0.2787591068364212,0.0187707577274137,0.0846344639903536
18eedc8d18a7519326fb31d7840107c,69,0.2517411134774479,0.0007089101580887,0.0033060391252262
1ccc22f4c889f1006bc216a653d8f97,60,0.2556809078142524,0.0014028297096898,0.0020133917022679
1317dfc57e5b007488ec43c8e146ba7,88,0.2378668443711803,0.0028943967222554,0.0089666262231857
bf0f715ccb56b63af0c3df14fd081b9,0,0.2382868084956871,7.145180376741809e-05,0.0013700862920368
43af041877463d4bb24e286ee16c4a5,0,0.2487460915651161,0.0012627179843647,0.0023451323977454
2a6e795468719006f87397ee56da3b7,209,0.2561190337945326,0.010772082502179,0.0035312565089314
a171695071a969dcd1638e170a43365,0,0.2431935741243758,0.0001379293346277,0.0208209075187912
97d999d5ae53077366a1705e8d1aba2,0,0.2383380995681835,5.472644957172847e-05,0.0044751939616462
a58d95246f2cb12d52f3f4f92163815,171,0.2449104877806567,0.0016952795756916,0.0200051266615902
fd580e6d840dbbc5c56923828625e73,0,0.2316237053986902,6.426329269267879e-05,0.0101974263020068
4190e25f9374f32bfff623e169f77fd,0,0.2339427388754743,1.2034454296103424e-05,0.0027210119839186
01047fccf31f65b3748e13668170ad1,17,0.2421040419094876,0.0003560036443925,0.0028376040651838
454cf5ec88e715869029ce8701731ea,50,0.2356589686011006,0.0002977838695905,0.0059308416575593
a855df1e22d387b3f79d290f2a64fe4,12,0.2500149761993632,0.0004251432889586,0.001644628202961
68756ea979b4a376c07f8269d1843f5,0,0.2465419779340931,0.0001051583549833,0.0233844950383527
63d34107e82ee236390a47eef756953,48,0.236717989886606,0.0005427204288672,0.0039503100392609
